# Health care in the 71 places added on 2026-09-24 (every city and township a DDOT or SMART bus reaches, outside
# Detroit, Hamtramck, Highland Park and Dearborn): clinics, dentists, eye care, care in pregnancy, HIV and STI tests,
# mental-health support places, and urgent care. Batch "health", written 2026-09-24.
# Method: every page was read on the organization's own site (or its own page on its county's official site) on
# 2026-09-24, fetched one page at a time with the pipeline's own honest user agent (pipeline/src/page-match.ts
# fetchPage), and each line's phone and street number were then checked on its source_url with the same strict
# matcher `pnpm check:sources` uses (listingOnPage). Web search, and HRSA's public list of health-center sites, were
# used ONLY to find organizations; no fact on any line comes from a search snippet, HRSA's list, or a directory.
# No emergency rooms (another step), no crisis lines, no Detroit Health Department rows.
#
# Notes for the steward:
# - Cost words: a line says "free" only where the owner's page says free or no cost. FQHC lines say "you pay based on
#   your income" only where the owner's page says sliding fee or discounts by income. Every health.urgent line says
#   it is NOT free: Corewell's and Henry Ford-GoHealth's pages say "insurance and self-pay".
# - Facts spread over several pages of one owner's site: the source_url is the page that shows both the phone and the
#   street address; the rest came from the same site:
#   * Western Wayne Family Health Centers: walk-ins, sliding fee and the dental emergency walk-in hours are on
#     wwfhc.org/services/ and wwfhc.org/cost-2/; addresses, phones and each suite's hours on wwfhc.org/locations/.
#     WWFHC's PrEP page (wwfhc.org/prep/) gives no address, so there is no health.sexual line for WWFHC.
#   * Oakland County Health Division: walk-in only, the fees ($10 visit, $12 per vaccine) and "no one will be denied"
#     are on .../public-health-services/clinic-services; what the sexual-health visit covers is on
#     .../clinic-services/sexual-health-services. The SOUTHFIELD phone (248-424-7000) is printed only on
#     .../about/contact-us, so both Southfield lines use that page as source_url.
#   * Macomb County Health Department, St. Clair Shores shots: hours are on .../family-health-services/immunization-clinic,
#     which prints no St. Clair Shores phone; that line uses the Health Department page (address + 586-466-6800).
#   * Honor Community Health: "we serve all patients regardless of ability to pay" and income-based discounts are on
#     honorcommunityhealth.org/honor-cares-program/; school centers "open to non-students" and ages 3-21 are on
#     honorcommunityhealth.org/schoolhealth/.
#   * Wellness Plan: OB/GYN days per site and "underinsured and uninsured" are on wellplan.com (home page);
#     addresses, phones and hours on wellplan.com/contact-locations/.
#   * Downriver Community Clinic: "primary care at no cost" and "proof of employment or school enrollment" are on
#     downrivercommunityclinic.org/about; address and phone on the home page.
#   * Crossroads Clubhouse: "participation is free ... no referral is needed" is on MCCMH's page
#     (mccmh.net/crossroads-clubhouse/), which gives the phone but not the address; the clubhouse's own site has both.
#   * CNS drop-in centers (F.A.I.R., Comfort Zone Unlimited) are listed on cnshealthcare.org/locations as
#     "Consumer-Run Drop-In Centers" with address, phone and hours; the page says nothing about who may come, so
#     both lines say to call first.
# - Rows with NO address, on purpose (a nurse comes to you, or the place is not named on the page): the three county
#   home-visiting lines (health.prenatal) and Oakland's children's vision screening line (its page says "at our
#   offices" without naming one). They carry a phone only. Healthy Families America Wayne's phone is a 313 number and
#   its page names no office; it serves all of Wayne County "including Detroit" - keep or drop as the steward prefers.
# - Two rows share an address with a different organization on purpose: Oakland County's clinic and Honor Community
#   Health both work at 1200 N Telegraph (Pontiac) and 27725 Greenfield (Southfield); Wayne County's public health
#   clinic and Wayne County Healthy Communities (an FQHC) both work at 33030 Van Born (Wayne). Different phones.
# - Macomb's family-planning lines (birth control, pregnancy tests) are health.clinic, a second service at the same
#   Health Department doors as the shots lines, with their own phone and hours.
# - Gary Burnstein Community Health Clinic: its "Become a Patient" page says new-patient applications are paused for
#   30 days (read 2026-09-24); the three lines carry that as a notice. Re-check in late October.
# - Corewell Health Urgent Care - West Bloomfield: its page prints no phone at all, so the line has an address only.
# - Oakland 360 Care Center (Honor's walk-in center) is health.urgent: same-day walk-in care 7 days a week, with the
#   Honor Cares income discount; its page says it does NOT do STI testing.
# Held, not listed (a person could finish these):
# - Health Centers Detroit Foundation, Greenfield Health Center, 23077 Greenfield Ste 400, Southfield: hcdmg.org says
#   "Temporarily Closed Due to Fire".
# - CHASS Westland (35180 Nankin Blvd): on HRSA's list, but chasscenter.org lists only its two Detroit sites.
# - Advantage Health Centers, Warren (12200 E 13 Mile Rd; 4669 E 8 Mile Rd): advantagehealthcenters.org serves a page
#   with almost no text to a script. Needs a person with a browser.
# - Detroit Community Health Connection, Harper Woods (20303 Kelly Rd): no website could be found without search.
# - Family Medical Center of Michigan, Southgate (13101 Allen Rd): no website could be found without search (fmcmi.org
#   is an unrelated site).
# - Authority Health's Anne Mare' Ice Pediatric center: HRSA lists it in Southfield, but authorityhealth.org now gives a
#   Detroit address (12121 Broadstreet), so it is not in this batch.
# - Planned Parenthood (Ferndale and others) and TTI's clubhouse (Oxford, outside the area): not listed. The
#   Planned Parenthood page a script receives has no health-center details.
# - Macomb and Wayne-suburb mental-health drop-in centers besides the ones below: DWIHN's and MCCMH's provider
#   directories are search forms, not pages.
# name | org | category | what | address | city | zip | phone | website | schedule | eligibility | source_url | extras
#
# ---------- Wayne County ----------
Inkster health center | Western Wayne Family Health Centers | health.clinic | See a doctor for check-ups, sick visits and long-term health problems. Walk-ins are often taken; come early. If you have no insurance, you pay based on your income. | 2700 Hamlin Blvd | Inkster | 48141 | 313-561-5100 | https://wwfhc.org/ | Mon 8am-5pm; Tue 8am-7pm; Wed 8am-6pm; Thu 8am-7pm; Fri 8am-5pm | Open to everyone, with or without insurance. Bring a photo ID and insurance cards. If you have no insurance, bring proof of income. | https://wwfhc.org/locations/ | flags=walk_in,sliding_fee,medicaid
Wayne Health Center | Wayne County Healthy Communities | health.clinic | See a doctor for check-ups, sick visits and long-term health problems. You may pay less based on your income and family size. | 33030 Van Born Rd | Wayne | 48184 | 734-858-1940 | https://www.waynecountyhealthy.com/ | Mon-Tue 8am-4:30pm; Wed 8am-6pm; Thu-Fri 8am-4:30pm | They see patients whether or not they can pay. | https://www.waynecountyhealthy.com/ | flags=sliding_fee
Garden City Health Center | Wayne County Healthy Communities | health.clinic | See a doctor, in Suite 204. You may pay less based on your income and family size. | 6255 Inkster Rd, Suite 204 | Garden City | 48135 | 734-858-1699 | https://www.waynecountyhealthy.com/ | Mon-Fri noon-5pm | They see patients whether or not they can pay. | https://www.waynecountyhealthy.com/ | flags=sliding_fee
Free doctor visits for working adults with no insurance | Downriver Community Clinic | health.clinic | Free check-ups and care for health problems like diabetes and high blood pressure, women's exams, and help paying for medicine. Volunteer doctors. By appointment only. | 3333 Biddle Ave, Suite A | Wyandotte | 48192 | 734-365-3560 | https://downrivercommunityclinic.org/ | By appointment only. Call Mon-Fri 10am-6pm. | Adults 18 and older with no health insurance. Bring proof that you work or go to school. | https://downrivercommunityclinic.org/ | flags=appointment_required
Turning Point Clubhouse | Hegira Health | health.support | A clubhouse for adults with a serious mental illness. Members and staff run the clubhouse together, and members get help with jobs, school and housing. Joining is your choice. | 1605 Fort St | Lincoln Park | 48146 | 313-382-7861 | https://www.hegirahealth.org/ | Mon-Fri 8:30am-4:30pm | Adults with a serious mental illness. Call to ask how to join. | https://www.hegirahealth.org/hhi-all-services/mental-health/adult-services-mental-health/turning-point-clubhouse
Urgent care in Wayne | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 34435 Michigan Ave | Wayne | 48184 | 734-589-1254 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193751/corewell-health-urgent-care-wayne | flags=walk_in
Urgent care in Taylor | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 9870 Telegraph Rd | Taylor | 48180 | 313-291-6600 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193740/corewell-health-urgent-care-taylor | flags=walk_in
Urgent care in Southgate | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 16525 Fort St | Southgate | 48195 | 734-250-9529 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193748/corewell-health-urgent-care-southgate | flags=walk_in
Urgent care in Allen Park | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 15606 Southfield Rd | Allen Park | 48101 | 313-771-5274 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193746/corewell-health-urgent-care-allen-park | flags=walk_in
Urgent care in Garden City | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 6200 Middlebelt Rd | Garden City | 48135 | 734-367-9100 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193732/corewell-health-urgent-care-garden-city | flags=walk_in
Urgent care at Haggerty Square, Livonia | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 19760 Haggerty Rd | Livonia | 48152 | 734-793-8769 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193743/corewell-health-urgent-care-haggerty-square | flags=walk_in
Urgent care in Grosse Pointe Farms | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 18700 Mack Ave | Grosse Pointe Farms | 48236 | 313-925-3486 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193731/corewell-health-urgent-care-grosse-pointe-farms | flags=walk_in
Urgent care in Dearborn Heights | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 26763 Ford Rd | Dearborn Heights | 48127 | 313-827-1022 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/dearborn-heights | flags=walk_in
Urgent care on Seven Mile, Livonia | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 29613 W Seven Mile Rd | Livonia | 48152 | 734-743-2579 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/livonia | flags=walk_in
Urgent care at Wonderland Village, Livonia | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 29531 Plymouth Rd, Suite 110 | Livonia | 48150 | 734-237-7037 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/wonderland-village-livonia | flags=walk_in
Urgent care on Fort St, Southgate | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 16258 Fort St | Southgate | 48195 | 734-250-9062 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/southgate | flags=walk_in
Urgent care on Eureka Rd, Taylor | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 23660 Eureka Rd | Taylor | 48180 | 734-250-9630 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/taylor | flags=walk_in
#
# ---------- Oakland County ----------
HIV and STI tests at the North Oakland Health Center | Oakland County Health Division | health.sexual | Walk in for HIV and STI tests and treatment, and for PrEP, PEP and DoxyPEP, medicines that help prevent HIV and STIs. No appointment needed. There is a $10 visit fee, but no one is turned away for not being able to pay. | 1200 N Telegraph Rd, Building 34E | Pontiac | 48341 | 248-858-1280 | https://www.oakgov.com/community/health | Mon 8:30am-5pm; Tue 9:30am-6pm; Wed 8:30am-5pm; Thu 7:30am-5pm; Fri 8:30am-5pm | Come at least 30 minutes before closing. Children may not come to STI visits or wait alone in the waiting room or car. | https://www.oakgov.com/community/health/public-health-services/clinic-services/sexual-health-services | flags=walk_in,sliding_fee
HIV and STI tests at the South Oakland Health Center | Oakland County Health Division | health.sexual | Walk in for HIV and STI tests and treatment, and for PrEP, PEP and DoxyPEP, medicines that help prevent HIV and STIs. No appointment needed. There is a $10 visit fee, but no one is turned away for not being able to pay. | 27725 Greenfield Rd | Southfield | 48076 | 248-424-7000 | https://www.oakgov.com/community/health | Mon 8:30am-5pm; Tue 9:30am-6pm; Wed 8:30am-5pm; Thu 7:30am-5pm; Fri 8:30am-5pm | Come at least 30 minutes before closing. Children may not come to STI visits or wait alone in the waiting room or car. | https://www.oakgov.com/community/health/about/contact-us | flags=walk_in,sliding_fee
Walk-in shots at the North Oakland Health Center | Oakland County Health Division | health.clinic | Walk in for shots (vaccines) for all ages, and TB tests. No appointment needed. Bring a photo ID, insurance cards and old shot records. There is a $12 fee per shot, but no one is turned away for not being able to pay. | 1200 N Telegraph Rd, Building 34E | Pontiac | 48341 | 248-858-1280 | https://www.oakgov.com/community/health | Mon 8:30am-5pm; Tue 9:30am-6pm; Wed 8:30am-5pm; Thu 7:30am-5pm; Fri 8:30am-5pm | A guardian must bring guardianship papers, and a parent or guardian signs for children under 18. | https://www.oakgov.com/community/health/public-health-services/immunizations | flags=walk_in,sliding_fee
Walk-in shots at the South Oakland Health Center | Oakland County Health Division | health.clinic | Walk in for shots (vaccines) for all ages, and TB tests. No appointment needed. Bring a photo ID, insurance cards and old shot records. There is a $12 fee per shot, but no one is turned away for not being able to pay. | 27725 Greenfield Rd | Southfield | 48076 | 248-424-7000 | https://www.oakgov.com/community/health | Mon 8:30am-5pm; Tue 9:30am-6pm; Wed 8:30am-5pm; Thu 7:30am-5pm; Fri 8:30am-5pm | A guardian must bring guardianship papers, and a parent or guardian signs for children under 18. | https://www.oakgov.com/community/health/about/contact-us | flags=walk_in,sliding_fee
Free vision checks for kids, Oakland County | Oakland County Health Division | health.vision | Free eye checks for kids 3 to 18. Call to make an appointment at a county health office. Michigan requires one before kindergarten. | | | | 248-424-7070 | https://www.oakgov.com/community/health | Call first | Children 3 through 18 who live in Oakland County or go to school there. | https://www.oakgov.com/community/health/public-health-services/children-families/vision-screening | flags=appointment_required,youth
Nurse home visits while pregnant, Oakland County | Oakland County Health Division | health.prenatal | Free visits at home from a public health nurse while you are pregnant and after your baby is born. You can call after the baby comes, too. | | | | 800-848-5533 | https://www.oakgov.com/community/health | Call first | Women who live in Oakland County and are on WIC, or can get Medicaid or the Healthy Michigan Plan, or have no insurance. | https://www.oakgov.com/community/health/public-health-services/children-families/community-nursing | flags=pregnant
Baldwin Family Medicine Center | Honor Community Health | health.clinic | See a doctor for check-ups, shots, women's health and long-term health problems. Care for kids is in Suite 103 of the same building. Walk-in visits on Saturdays. You may pay less based on your income. | 1701 Baldwin Ave, Suite 102 | Pontiac | 48340 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon 7am-5pm; Tue 8:30am-5pm; Wed 8:30am-7pm; Thu-Fri 8:30am-5pm; Sat 10am-6pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/baldwin-family-medicine-center/ | phone2=248-724-7514; phone2_label=Walk-in visits; flags=sliding_fee,medicaid
Family Medicine Center on Huron | Honor Community Health | health.clinic | See a doctor for check-ups, shots, children's care and long-term health problems. You may pay less based on your income. | 461 W Huron St, Suite 107 | Pontiac | 48341 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon-Fri 8:30am-5pm | They serve all patients, with or without insurance. For GPS, use 17 Seminole. | https://honorcommunityhealth.org/locations/family-medicine-center/ | flags=sliding_fee,medicaid
Pregnancy care on Huron, Pontiac | Honor Community Health | health.prenatal | Care while you are pregnant and after the baby is born (OB, prenatal and postpartum care). You may pay less based on your income. | 461 W Huron St, Suite 107 | Pontiac | 48341 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon-Fri 8:30am-5pm | They serve all patients, with or without insurance. For GPS, use 17 Seminole. | https://honorcommunityhealth.org/locations/family-medicine-center/ | flags=sliding_fee,medicaid
Joslyn Smile Center | Honor Community Health | health.dental | Low-cost dentist for kids and adults: exams, cleanings, X-rays, fillings, sealants and pulling teeth. You may pay less based on your income. | 816 Joslyn Ave | Pontiac | 48340 | 248-758-1231 | https://honorcommunityhealth.org/ | Mon 10:30am-noon, 12:30pm-7pm; Tue-Fri 8:30am-noon, 12:30pm-5pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/joslyn-smile-center/ | flags=sliding_fee,medicaid
Orchard Lake Center | Honor Community Health | health.clinic | See a doctor for check-ups, shots, women's health and long-term health problems. You may pay less based on your income. | 114 Orchard Lake Rd | Pontiac | 48341 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon 8:30am-7pm; Tue-Fri 8:30am-5pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/orchard-lake-center/ | flags=sliding_fee,medicaid
