sal_id,record_ref,name,address_1,zip,lat,lon,phone,website,hours_text,extra,source_id,source_last_edited,fetched_at
sal_hr_13560_e_mcnichols,75d93d1e-5961-4452-a5b4-e76dcc27cf70,Matrix Human Services,13560 E. McNichols,,42.426531,-82.984527,(313) 526-4000,https://www.matrixhumanservices.org/,Monday – Friday: 7:30 AM – 8:00 PM Saturday – Sunday: 9:00 AM - 4:00 PM,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Non-Profit,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_13601_w_mcnichols,0df12f9d-83b0-405c-bd4f-a6378c09119b,Citgo Gas Station,13601 W. McNichols,,42.416212,-83.180287,(313) 270-5650,,Open 24 Hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_13601_w_mcnichols_amoco_gas_station,a715adf5-070a-482f-928a-d3e767cb650c,Amoco Gas Station,13601 W. McNichols,,42.416212,-83.180287,(313) 270-5650,,24 hrs,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_13635_w_7_mile_rd,cb741711-2662-4d2b-ac6f-ba9d0972bf17,Zeke’s Liquor,13635 W. 7 Mile Rd,,42.430760,-83.181129,(313) 342-7222,,Varies by day,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Liquor Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_13881_joseph_campau_st,b4ba1320-614e-4b4e-b5a8-6d942f038da9,Breaking Chains Outreach Ministries,13881 Joseph Campau St,,42.416044,-83.071231,(586) 563-5801,,"7-8:30pm Tues, 6:45-9:45pm Sat",Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Church,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_14040_greenfield,d4c9fd3b-5b77-424b-9094-2e0780094350,Food Giant,14040 Greenfield,,42.389137,-83.197164,(313) 270-2800,https://foodgiantsupermarket.com/,Varies by day,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Grocery Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_15325_gratiot,78bc1c4f-3ee2-450d-b8f0-d9ba785b99bb,Greater St. Paul,15325 Gratiot,,42.447608,-82.970370,(313) 839-4000,https://greaterstpaul.org/about/,10am Sunday,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Church,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_15530_puritan_ave,400147c1-fc0b-4b04-9394-90204c77117d,Greenfield Market,15530 Puritan Ave,,42.409404,-83.199863,(313) 837-1176,,7am-8pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Grocery Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_16159_fenkell,0399f563-0fff-4e36-aaf1-3947134979c7,Fenkell Liquor,16159 Fenkell,,42.401132,-83.206321,(313) 273-5300,,Varies by day,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Liquor Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_16540_woodward,bcec6e42-2670-4383-abea-ed30071ab60b,Marathon Gas Station,16540 Woodward,,42.417679,-83.104792,(313) 310-5440,,24 hrs,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_16651_lasher,417e8028-20ae-4a26-bff1-ff15cf001d8a,Restorations Towers Apartments,16651 Lasher,,42.410734,-83.258973,(313) 538-0360,https://www.restorationtowers.com/,Monday – Friday: 8:30 AM – 5:00 PM Saturday – Sunday: Closed,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Apartments,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_17111_harper_ave,c3fc3d24-a05e-42a3-a4eb-2191dd78a19c,Cadieux Gas & Mart Inc.,17111 Harper Ave,,42.416901,-82.936397,(313) 882-9900,,Open 24 Hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_1725_lawndale,06d8e7cc-7211-4a8f-9b99-cad8b7eda2c8,Grace in Action,1725 Lawndale,,42.305476,-83.130446,(313) 910-5997,https://www.graceinactiondetroit.org/,24 hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Community Organization,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_17601_mound_rd,2d33c6b8-1e38-43d7-8d4a-3e30bf4c1580,Detroit Detention Center,17601 Mound Rd,,42.424289,-83.044728,(313)-368-8300,https://www.michigan.gov/corrections/prisons/detroit-detention-center,24 hours,Distribution_Device_Type=Newsstand; Box_Location=Indoors; Type_of_Business=Prison,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_17785_grand_river,e6d64d30-21e6-4e58-9c38-21fe50cd1cd5,Amoco Gas Station,17785 Grand River,,42.400095,-83.217530,(313) 835-9420,,Open 24 Hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_18734_woodward,e1991c7c-a381-453d-b717-48d900c7e836,Church of Jesus Christ Latter Day Saints,18734 Woodward,,42.429411,-83.112695,(248) 433-6222,,9-6pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Church,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_18850_woodward_ave,3ca9c57c-1fc3-473a-bef6-4cddb44f797e,La Renaissance Motel,18850 Woodward Ave,,42.430368,-83.113444,(313) 369-2811,,24 hrs,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Hotel,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_19300_schoolcraft,aded01ac-926e-4eff-a34d-eeb4b6b006a8,Schoolcraft Liquor,19300 Schoolcraft,,42.386665,-83.231055,(313) 838-8338,,8am – 2am daily,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Liquor Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_19340_w_warren,1533f283-ba33-4582-a866-45a6e7c0a0d7,Family Dollar,19340 W. Warren,,42.343527,-83.230158,(513) 826-2276,,9-9pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Dollar Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2_woodward_ave,05d21069-624f-4e82-9b9b-c2b8d851b35a,Coleman A. Young Municipal Center (CAYMC),2 Woodward Ave,,42.329689,-83.043562,(313) 309-2300,https://www.caymc.com/main.cfm?sid=tbuilding&pid=aboutprop,M-F 8am-5pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=City Government,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2_woodward_ave_spirit_plaza,99b9c233-1a41-4a78-b5e1-a9777ed06d53,Spirit Plaza,2 Woodward Ave,,42.329204,-83.044719,(313) 628-4203,https://detroitmi.gov/departments/detroit-parks-recreation/parks-and-greenways/spirit-plaza,9-4:30pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Public Space,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_20216_van_dyke_ave,458453a2-ebe1-4884-a55d-98132b8e3735,BP Gas Station (Sams Petro),20216 Van Dyke Ave,,42.445396,-83.024095,(313) 366-1800,,Varies by day,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2127_w_grand_blvd,c939a1b4-fc53-460f-ace6-2010660872f9,Hotel/Motel,2127 W. Grand Blvd,,42.358608,-83.106013,(313) 898-6353,,8am - 9pm,Distribution_Device_Type=Newsstand; Box_Location=Unknown; Type_of_Business=Town Motel,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2313_gratiot_ave,9a4d4a29-e1db-4ca9-9955-a39e88769228,Motor City Liquor,2313 Gratiot Ave,,42.352400,-83.032541,(313) 567-5909,,Sunday - Saturday: 8 AM - 12 AM,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Liquor Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2700_martin_luther_king_jr_blvd,244a12bc-fa79-45c6-ba42-202299f37eda,University of Detroit Mercy-Dental School,2700 Martin Luther King Jr Blvd.,,42.337953,-83.087135,(313)-494-6700,https://dental.udmercy.edu/,9am-6pm,Distribution_Device_Type=Newsstand; Box_Location=Indoors; Type_of_Business=University,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_2795_s_fort_st,ffbcfb76-9751-443e-8e16-cdc0cd5fa4f1,Kevin’s All Seasons Landscaping,2795 S. Fort St,,42.268497,-83.161109,(313) 294-4545,,8-6pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Landscaping,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_315_e_warren,324ab742-3325-4728-865d-36ee7a08cff1,Charles H Wright Museum,315 E Warren,,42.359128,-83.060824,(313) 494-5800,https://www.thewright.org/,"9am-5pm Tues, Wed, Fri, Sat, & Sun 9am-7pm Thu",Distribution_Device_Type=Newsstand; Box_Location=Indoors; Type_of_Business=Museum,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_377_schaefer_st,c84a5d7c-a258-4d19-b0fe-1af6dc985486,Marathon Gas Station,377 Schaefer St,,42.287969,-83.165078,(313) 554-1899,,Open 24 Hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4001_w_mcnichols_rd,8732745b-7c1c-45a6-b796-ba3dde002857,University of Detroit Mercy,4001 W McNichols Rd,,42.412944,-83.137079,(313) 993-1245,https://www.udmercy.edu/,11-11pm,Distribution_Device_Type=Wall Mount; Box_Location=Inside; Type_of_Business=School,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4001_w_mcnichols_rd_on_corner_of_mcnichols_and_fairfeild,566149cf-a190-42d2-a5cd-04e6e1345088,University of Detroit Mercy-Wellness Cente,"4001 W McNichols Rd, (on corner of McNichols & Fairfeild)",,42.417196,-83.135333,(313)-993-1245,https://www.udmercy.edu/,24 hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=University,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4276_w_fort,82fd0287-4082-4e1c-b4ec-e268e9c8e94f,BP Gas Station,4276 W. Fort,,42.312786,-83.090026,(313) 914-5749,,Open 24 Hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4390_conner,12d75297-306a-4b3f-abbf-d07cd804f40d,Capuchin Soup Kitchen,4390 Conner,,42.386640,-82.969637,(313) 822-8606,https://www.cskdetroit.org/,"Monday–Friday 8:30–9:30 AM, 11 AM–1 PM, 4–5 PM Saturday 8:30–9:30 AM, 11 AM–1 PM Sunday Closed",Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Soup Kitchen,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4401_conner,c5a155ba-37b0-4dda-8baa-e0488a48c21d,Eastside Community Network,4401 Conner,,42.386305,-82.970918,(313) 571-2800,https://www.ecn-detroit.org/,Monday–Friday 9 AM–8 PM Saturday 10 AM–3 PM Sunday Closed,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Community Organization,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_4415_w_vernor_hwy,de578a7f-dcea-4d3c-b584-e16793784119,Mobil Gas Station,4415 W. Vernor Hwy,,42.319801,-83.095916,(313) 842-2433,,24 hrs,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Gas Station,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_445_ledyard,aa352968-4b02-4fae-b0d0-c2904c84adaa,Mariners Inn,445 Ledyard,,42.339767,-83.058431,(313) 962-9446,https://www.marinersinn.org/,24 hrs,Distribution_Device_Type=Vending Machine; Box_Location=Indoors; Type_of_Business=Shelter,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_6171_michigan_ave,ce28c45f-919f-422d-949d-420eb39ff714,Adi Coney Island,6171 Michigan Ave,,42.330846,-83.118416,(313) 254-6740,https://adiconeyislandmi.com/,24 hrs,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Restaurant,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_7731_e_7_mile,a2c0f5d0-ef92-483b-9c58-40bf1a94ce9d,Happy's Pizza,7731 E. 7 Mile,,42.434131,-83.025068,(313) 892-7777,,M-Th: 11:00 AM–12:00 AM Fri-Sat: 11:00 AM–1:00 AM Sun: 11:00 AM–11:00 PM,Distribution_Device_Type=Newsstand; Box_Location=Indoors; Type_of_Business=Resturant,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_8031_w_mcnichols,a04527ab-cacc-4e6d-9805-5fc7466cee51,Family Dollar,8031 W. McNichols,,42.416880,-83.150423,(313) 816-8884,,8am-8pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Dollar Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_8105_fenkell_ave,9366b8e8-d061-48d1-83cb-3c9a20a7b603,Detroit Palace Liquor,8105 Fenkell Ave,,42.402324,-83.150050,(313) 307-8740,,Varies by day,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Liquor Store,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_8330_e_jefferson_ave,3491c2f2-c581-4dca-a6d8-320506205b47,On the River Apartment,8330 E Jefferson Ave,,42.351187,-82.990746,(313) 331-7780,https://www.8330ontheriver.com/,"Mon, Tue, Thu, Fri: 8:30 AM – 5:00 PM Wed: 8:30 AM – 12:30 PM Sat & Sun: Closed",Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Apartments,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_8801_woodward,7890048c-0488-42d1-a365-687b9ed100e0,Breakers Covenant Church,8801 Woodward,,42.380487,-83.080830,(313)468-8320,,"9-3pm, Closed Saturday",Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Church,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_882_oakman_blvd,53be1c9e-86c6-4079-8a5a-ad755a900f8d,Neighborhood Service Organization (NSO),882 Oakman Blvd,,42.402924,-83.114037,​1-888-360-WELL,https://www.nso-mi.org/,Monday – Friday: 8:30 AM – 5:00 PM Saturday – Sunday: Closed,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Community Organization,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_9000_lahser_rd,5e3eeb8d-1e66-417d-959c-93513d04779d,GSD – Rouge Service Yard,9000 Lahser Rd,,42.359853,-83.255498,(313) 628-1136,https://detroitmi.gov/,9am – 4:30pm,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=City Government Building,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_grand_circus_station_northbound_on_woodward,777cbf6c-6371-44ac-b566-6b6831edf4a6,Detroit QLINE,"Grand Circus Station, Northbound on Woodward",,42.336428,-83.050241,N/A,https://www.qlinedetroit.com/?gad_source=1&gad_campaignid=23782711396&gclid=EAIaIQobChMIkJSf6u6glgMV95zCCB0vKQgcEAAYASAAEgLRNfD_BwE,24 hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Public Transportation,dhd_harm_reduction,2026-08-26,2026-09-24
sal_hr_grand_circus_station_southbound_on_woodward,87ae24df-893a-4228-a018-f2b434a4b3b3,Detroit QLINE,"Grand Circus Station, Southbound on Woodward",,42.336432,-83.050590,N/A,https://www.qlinedetroit.com/?gad_source=1&gad_campaignid=23782711396&gclid=EAIaIQobChMIkJSf6u6glgMV95zCCB0vKQgcEAAYASAAEgLRNfD_BwE,24 hours,Distribution_Device_Type=Newsstand; Box_Location=Outdoors; Type_of_Business=Public Transportation,dhd_harm_reduction,2026-08-26,2026-09-24
