candidate_id,category,name,address_1,city,zip,lat,lon,phone,place_id,county,source_dataset,source_url,source_last_edited,placed_by,record_ref,note,fetched_at
sal_imls_chesterfield_township_library,rec.library,CHESTERFIELD TOWNSHIP LIBRARY,50560 PATRICIA AVENUE,CHESTERFIELD,48051,42.670773,-82.839279,586-598-4900,city_chesterfield_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0416-002,outlet=central library; system=MI0416; geocode=pointaddress,2026-09-24
sal_imls_civic_center_library,rec.library,CIVIC CENTER LIBRARY,ONE CITY SQUARE - SUITE 100,WARREN,48093,42.511398,-83.025307,586-751-0770,city_warren,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0356-009,outlet=central library; system=MI0356; geocode=subaddress,2026-09-24
sal_imls_clinton_macomb_public_library,rec.library,CLINTON-MACOMB PUBLIC LIBRARY,40900 ROMEO PLANK ROAD,CLINTON TOWNSHIP,48038,42.598743,-82.929819,586-226-5000,city_clinton_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0397-002,outlet=central library; system=MI0397; geocode=manual,2026-09-24
sal_imls_commerce_township_community_library,rec.library,COMMERCE TOWNSHIP COMMUNITY LIBRARY,180 E. COMMERCE,COMMERCE TOWNSHIP,48390,42.591244,-83.480163,248-669-8108,city_commerce_township,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0426-001,outlet=central library; system=MI0426; geocode=pointaddress,2026-09-24
sal_imls_dearborn_heights_city_libraries,rec.library,DEARBORN HEIGHTS CITY LIBRARIES,24590 GEORGE STREET,DEARBORN HEIGHTS,48127,42.331757,-83.278282,313-791-3800,city_dearborn_heights,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0425-002,outlet=central library; system=MI0425; geocode=pointaddress,2026-09-24
sal_imls_dorothy_m_busch_branch_library,rec.library,DOROTHY M. BUSCH BRANCH LIBRARY,23333 RYAN ROAD,WARREN,48091,42.464577,-83.064590,586-353-0580,city_warren,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0356-004,outlet=branch; system=MI0356; geocode=pointaddress,2026-09-24
sal_imls_eastpointe_memorial_library,rec.library,EASTPOINTE MEMORIAL LIBRARY,15875 OAK AVENUE,EASTPOINTE,48021,42.462601,-82.957214,586-445-5096,city_eastpointe,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0092-002,outlet=central library; system=MI0092; geocode=pointaddress,2026-09-24
sal_imls_ecorse_public_library,rec.library,ECORSE PUBLIC LIBRARY,4184 WEST JEFFERSON AVE.,ECORSE,48229,42.248203,-83.142334,313-389-2030,city_ecorse,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9021-001,outlet=central library; system=MI9021; geocode=pointaddress,2026-09-24
sal_imls_farmington_branch_library,rec.library,FARMINGTON BRANCH LIBRARY,23500 LIBERTY STREET,FARMINGTON,48335,42.464321,-83.378288,248-553-0321,city_farmington,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0105-003,outlet=branch; system=MI0105; geocode=pointaddress,2026-09-24
sal_imls_farmington_community_library,rec.library,FARMINGTON COMMUNITY LIBRARY,32737 WEST 12 MILE ROAD,FARMINGTON HILLS,48334,42.498844,-83.370903,248-553-0300,city_farmington_hills,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0105-002,outlet=central library; system=MI0105; geocode=pointaddress,2026-09-24
sal_imls_ferndale_public_library,rec.library,FERNDALE PUBLIC LIBRARY,222 EAST NINE MILE ROAD,FERNDALE,48220,42.460598,-83.132347,248-546-2504,city_ferndale,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0108-002,outlet=central library; system=MI0108; geocode=pointaddress,2026-09-24
sal_imls_franklin_public_library,rec.library,FRANKLIN PUBLIC LIBRARY,32455 FRANKLIN ROAD,FRANKLIN,48025,42.526165,-83.305977,248-851-2254,city_southfield_township,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0115-002,outlet=central library; system=MI0115; geocode=pointaddress,2026-09-24
sal_imls_fraser_public_library,rec.library,FRASER PUBLIC LIBRARY,16330 EAST FOURTEEN MILE ROAD,FRASER,48026,42.538738,-82.955322,586-293-2055,city_fraser,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0116-002,outlet=central library; system=MI0116; geocode=pointaddress,2026-09-24
sal_imls_garden_city_public_library,rec.library,GARDEN CITY PUBLIC LIBRARY,31735 MAPLEWOOD STREET,GARDEN CITY,48135,42.331870,-83.354271,734-793-1830,city_garden_city,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0121-002,outlet=central library; system=MI0121; geocode=manual,2026-09-24
sal_imls_grosse_pointe_public_library,rec.library,GROSSE POINTE PUBLIC LIBRARY,10 KERCHEVAL AVENUE,GROSSE POINTE FARMS,48236,42.393967,-82.905418,313-640-4775,city_grosse_pointe_farms,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0134-002,outlet=central library; system=MI0134; geocode=pointaddress,2026-09-24
sal_imls_grosse_pointe_public_library_ewald_branch,rec.library,GROSSE POINTE PUBLIC LIBRARY - EWALD BRANCH,15175 EAST JEFFERSON,GROSSE POINTE PARK,48230,42.376083,-82.936874,313-640-4775,city_grosse_pointe_park,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0134-003,outlet=branch; system=MI0134; geocode=pointaddress,2026-09-24
sal_imls_grosse_pointe_woods_public_library,rec.library,GROSSE POINTE WOODS PUBLIC LIBRARY,20680 MACK AVENUE,GROSSE POINTE WOODS,48236,42.443012,-82.906906,313-640-4775,city_grosse_pointe_woods,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0134-004,outlet=branch; system=MI0134; geocode=pointaddress,2026-09-24
sal_imls_harper_woods_public_library,rec.library,HARPER WOODS PUBLIC LIBRARY,19601 HARPER AVENUE,HARPER WOODS,48225,42.432407,-82.923798,313-343-2575,city_harper_woods,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0141-002,outlet=central library; system=MI0141; geocode=pointaddress,2026-09-24
sal_imls_harrison_township_public_library,rec.library,HARRISON TOWNSHIP PUBLIC LIBRARY,38255 L`ANSE CREUSE STE. A,HARRISON TOWNSHIP,48045,42.578808,-82.850525,586-329-1261,city_harrison_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0435-001,outlet=central library; system=MI0435; geocode=pointaddress,2026-09-24
sal_imls_hazel_park_memorial_library,rec.library,HAZEL PARK MEMORIAL LIBRARY,123 EAST NINE MILE ROAD,HAZEL PARK,48030,42.461449,-83.103317,248-546-4095,city_hazel_park,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0146-002,outlet=central library; system=MI0146; geocode=pointaddress,2026-09-24
sal_imls_huntington_woods_public_library,rec.library,HUNTINGTON WOODS PUBLIC LIBRARY,26415 SCOTIA ROAD,HUNTINGTON WOODS,48070,42.485298,-83.173424,248-543-9720,city_huntington_woods,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0163-002,outlet=central library; system=MI0163; geocode=pointaddress,2026-09-24
sal_imls_john_f_kennedy_jr_library,rec.library,"JOHN F. KENNEDY, JR. LIBRARY",24602 VAN BORN ROAD,DEARBORN HEIGHTS,48125,42.269005,-83.275932,313-791-6050,city_taylor,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0425-001,outlet=branch; system=MI0425; geocode=pointaddress,2026-09-24
sal_imls_leanna_hicks_public_library_of_inkster,rec.library,LEANNA HICKS PUBLIC LIBRARY OF INKSTER,2500 HAMLIN DR.,INKSTER,48141,42.292221,-83.313026,313-563-2822,city_inkster,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0431-001,outlet=central library; system=MI0431; geocode=pointaddress,2026-09-24
sal_imls_lincoln_park_public_library,rec.library,LINCOLN PARK PUBLIC LIBRARY,1381 SOUTHFIELD ROAD,LINCOLN PARK,48146,42.250809,-83.179779,313-381-0374,city_lincoln_park,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9025-002,outlet=central library; system=MI9025; geocode=pointaddress,2026-09-24
sal_imls_livonia_public_library,rec.library,LIVONIA PUBLIC LIBRARY,32777 FIVE MILE ROAD,LIVONIA,48154,42.397118,-83.368111,734-466-2451,city_livonia,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0200-002,outlet=central library; system=MI0200; geocode=pointaddress,2026-09-24
sal_imls_macdonald_public_library,rec.library,MACDONALD PUBLIC LIBRARY,36480 MAIN STREET,NEW BALTIMORE,48047,42.680275,-82.734047,586-725-0273,city_new_baltimore,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0242-002,outlet=central library; system=MI0242; geocode=pointaddress,2026-09-24
sal_imls_madison_heights_public_library,rec.library,MADISON HEIGHTS PUBLIC LIBRARY,240 WEST THIRTEEN MILE ROAD,MADISON HEIGHTS,48071,42.520510,-83.108082,248-588-7763,city_madison_heights,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0210-002,outlet=central library; system=MI0210; geocode=manual,2026-09-24
sal_imls_maybelle_burnette_branch_library,rec.library,MAYBELLE BURNETTE BRANCH LIBRARY,23345 VAN DYKE AVENUE,WARREN,48089,42.465763,-83.026825,586-353-0579,city_warren,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0356-006,outlet=branch; system=MI0356; geocode=pointaddress,2026-09-24
sal_imls_melvindale_public_library,rec.library,MELVINDALE PUBLIC LIBRARY,18650 ALLEN ROAD,MELVINDALE,48122,42.279564,-83.189491,313-429-1090,city_melvindale,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9018-001,outlet=central library; system=MI9018; geocode=pointaddress,2026-09-24
sal_imls_mount_clemens_public_library,rec.library,MOUNT CLEMENS PUBLIC LIBRARY,150 CASS AVENUE,MOUNT CLEMENS,48043,42.597363,-82.883461,586-469-6200,city_mount_clemens,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0237-002,outlet=central library; system=MI0237; geocode=pointaddress,2026-09-24
sal_imls_north_branch,rec.library,NORTH BRANCH,54100 BROUGHTON RD.,MACOMB,48042,42.695946,-82.921562,586-226-5080,city_macomb_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0397-005,outlet=branch; system=MI0397; geocode=pointaddress,2026-09-24
sal_imls_novi_public_library,rec.library,NOVI PUBLIC LIBRARY,45255 WEST TEN MILE ROAD,NOVI,48375,42.466038,-83.491875,248-349-0720,city_novi,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0250-002,outlet=central library; system=MI0250; geocode=pointaddress,2026-09-24
sal_imls_oak_park_public_library,rec.library,OAK PARK PUBLIC LIBRARY,14200 OAK PARK BOULEVARD,OAK PARK,48237,42.465786,-83.187462,248-691-7480,city_oak_park,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0251-002,outlet=central library; system=MI0251; geocode=pointaddress,2026-09-24
sal_imls_orion_center_branch,rec.library,ORION CENTER BRANCH,1335 JOSLYN ROAD,LAKE ORION,48360,42.759251,-83.282669,248-693-6840,city_orion_township,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0255-003,outlet=branch; system=MI0255; geocode=pointaddress,2026-09-24
sal_imls_orion_township_public_library,rec.library,ORION TOWNSHIP PUBLIC LIBRARY,825 JOSLYN ROAD,LAKE ORION,48362,42.771244,-83.283333,248-693-3000,city_orion_township,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0255-002,outlet=central library; system=MI0255; geocode=pointaddress,2026-09-24
sal_imls_pontiac_public_library,rec.library,PONTIAC PUBLIC LIBRARY,60 EAST PIKE STREET,PONTIAC,48342,42.637215,-83.288971,248-758-3942,city_pontiac,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0274-002,outlet=central library; system=MI0274; geocode=pointaddress,2026-09-24
sal_imls_redford_township_district_library,rec.library,REDFORD TOWNSHIP DISTRICT LIBRARY,25320 WEST SIX MILE ROAD,REDFORD,48240,42.414207,-83.289658,313-531-5960,city_redford_township,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0402-002,outlet=central library; system=MI0402; geocode=pointaddress,2026-09-24
sal_imls_river_rouge_public_library,rec.library,RIVER ROUGE PUBLIC LIBRARY,221 BURKE STREET,RIVER ROUGE,48218,42.272434,-83.133514,313-843-2040,city_river_rouge,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9019-001,outlet=central library; system=MI9019; geocode=pointaddress,2026-09-24
sal_imls_riverview_public_library,rec.library,RIVERVIEW PUBLIC LIBRARY,14300 SIBLEY ROAD,RIVERVIEW,48193,42.171853,-83.196074,734-283-1250,city_riverview,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0292-002,outlet=central library; system=MI0292; geocode=manual,2026-09-24
sal_imls_rochester_hills_public_library,rec.library,ROCHESTER HILLS PUBLIC LIBRARY,500 OLDE TOWNE ROAD,ROCHESTER,48307,42.683449,-83.130745,248-650-7122,city_rochester,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0293-002,outlet=central library; system=MI0293; geocode=pointaddress,2026-09-24
sal_imls_romulus_public_library,rec.library,ROMULUS PUBLIC LIBRARY,11121 WAYNE ROAD,ROMULUS,48174,42.221607,-83.385315,734-942-7589,city_romulus,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0433-001,outlet=central library; system=MI0433; geocode=pointaddress,2026-09-24
sal_imls_roseville_public_library,rec.library,ROSEVILLE PUBLIC LIBRARY,29777 GRATIOT AVENUE,ROSEVILLE,48066,42.514854,-82.925476,586-445-5407,city_roseville,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0295-002,outlet=central library; system=MI0295; geocode=pointaddress,2026-09-24
sal_imls_royal_oak_public_library,rec.library,ROYAL OAK PUBLIC LIBRARY,222 EAST ELEVEN MILE ROAD,ROYAL OAK,48067,42.489822,-83.142563,248-246-3700,city_royal_oak,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0296-002,outlet=central library; system=MI0296; geocode=pointaddress,2026-09-24
sal_imls_royal_oak_township_public_library,rec.library,ROYAL OAK TOWNSHIP PUBLIC LIBRARY,21131 GARDEN LANE,FERNDALE,48220,42.449764,-83.158775,248-542-9205,city_royal_oak_township,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0297-002,outlet=central library; system=MI0297; the library did not answer this survey; facts carried from an earlier year; geocode=pointaddress,2026-09-24
sal_imls_saint_clair_shores_public_library,rec.library,SAINT CLAIR SHORES PUBLIC LIBRARY,22500 ELEVEN MILE ROAD,SAINT CLAIR SHORES,48081,42.496513,-82.887939,586-771-9020,city_st_clair_shores,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0322-002,outlet=central library; system=MI0322; geocode=pointaddress,2026-09-24
sal_imls_shelby_township_library,rec.library,SHELBY TOWNSHIP LIBRARY,52610 VAN DYKE AVENUE,SHELBY TOWNSHIP,48316,42.681472,-83.032497,586-739-7414,city_shelby_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0308-002,outlet=central library; system=MI0308; geocode=manual,2026-09-24
sal_imls_south_branch,rec.library,SOUTH BRANCH,35679 SOUTH GRATIOT AVENUE,CLINTON TOWNSHIP,48035,42.559296,-82.897400,586-226-5070,city_clinton_township,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0397-004,outlet=branch; system=MI0397; geocode=pointaddress,2026-09-24
sal_imls_southfield_public_library,rec.library,SOUTHFIELD PUBLIC LIBRARY,26300 EVERGREEN ROAD,SOUTHFIELD,48076,42.482689,-83.240860,248-796-4200,city_southfield,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0316-002,outlet=central library; system=MI0316; geocode=pointaddress,2026-09-24
sal_imls_southgate_veterans_memorial_library,rec.library,SOUTHGATE VETERANS MEMORIAL LIBRARY,14680 DIX-TOLEDO ROAD,SOUTHGATE,48195,42.203232,-83.207077,734-258-3002,city_southgate,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0434-001,outlet=central library; system=MI0434; geocode=pointaddress,2026-09-24
sal_imls_sterling_heights_public_library,rec.library,STERLING HEIGHTS PUBLIC LIBRARY,40255 DODGE PARK ROAD,STERLING HEIGHTS,48313,42.590374,-83.011116,586-446-2665,city_sterling_heights,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0325-002,outlet=central library; system=MI0325; geocode=pointaddress,2026-09-24
sal_imls_taylor_community_library,rec.library,TAYLOR COMMUNITY LIBRARY,12303 PARDEE ROAD,TAYLOR,48180,42.216934,-83.254044,734-287-4840,city_taylor,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9024-002,outlet=central library; system=MI9024; geocode=pointaddress,2026-09-24
sal_imls_trenton_veterans_memorial_library,rec.library,TRENTON VETERANS MEMORIAL LIBRARY,2790 WESTFIELD ROAD,TRENTON,48183,42.141609,-83.204964,734-676-9777,city_trenton,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI9020-001,outlet=central library; system=MI9020; geocode=pointaddress,2026-09-24
sal_imls_troy_public_library,rec.library,TROY PUBLIC LIBRARY,510 WEST BIG BEAVER ROAD,TROY,48084,42.562439,-83.154671,248-524-3538,city_troy,Oakland,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0343-002,outlet=central library; system=MI0343; geocode=pointaddress,2026-09-24
sal_imls_utica_public_library,rec.library,UTICA PUBLIC LIBRARY,7530 AUBURN ROAD,UTICA,48317,42.625923,-83.036896,586-731-4141,city_utica,Macomb,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0344-002,outlet=central library; system=MI0344; geocode=pointaddress,2026-09-24
sal_imls_vest_pocket_library,rec.library,VEST POCKET LIBRARY,15218 FARMINGTON ROAD,LIVONIA,48154,42.396118,-83.373390,734-466-2559,city_livonia,Wayne,"IMLS Public Libraries Survey FY 2024, outlet file",https://www.imls.gov/sites/default/files/2026-06/pls_fy2024_csv.zip,2026-06-16,coordinate,MI0200-005,outlet=branch; system=MI0200; geocode=pointaddress,2026-09-24
